id,date,raw_material_id,name,category,purchase_type,stock_used,unit,current_stock
5648,2025-05-03,RM008,Air Mineral,Air,bulk,784,ml,5291
5649,2025-03-26,RM014,Nanas,Buah,daily,593,gram,1337
5650,2025-03-29,RM009,Whipping Cream,Susu,bulk,74,ml,4570
5651,2025-01-16,RM016,Tomat,Sayuran,daily,239,gram,4138
5652,2025-02-06,RM002,Susu UHT,Susu,bulk,376,ml,4579
5653,2025-01-09,RM014,Nanas,Buah,daily,55,gram,4939
5654,2025-04-29,RM011,Pisang,Buah,daily,765,gram,1801
5655,2025-05-07,RM001,Kopi Arabika,Kopi,bulk,323,gram,5224
5656,2025-03-31,RM011,Pisang,Buah,daily,257,gram,1682
5657,2025-02-09,RM008,Air Mineral,Air,bulk,428,ml,3122
5658,2025-05-15,RM006,Matcha Powder,Teh,bulk,354,gram,4740
5659,2025-01-08,RM005,Sirup Cokelat,Sirup,bulk,668,ml,2157
5660,2025-02-01,RM006,Matcha Powder,Teh,bulk,736,gram,5299
5661,2025-02-26,RM011,Pisang,Buah,daily,644,gram,3170
5662,2025-04-15,RM009,Whipping Cream,Susu,bulk,763,ml,3865
5663,2025-04-12,RM001,Kopi Arabika,Kopi,bulk,945,gram,5540
5664,2025-02-21,RM006,Matcha Powder,Teh,bulk,878,gram,3520
5665,2025-01-11,RM006,Matcha Powder,Teh,bulk,283,gram,4911
5666,2025-01-11,RM002,Susu UHT,Susu,bulk,183,ml,966
5667,2025-03-28,RM020,Daging Sapi,Daging,daily,546,gram,1730
5668,2025-03-26,RM012,Stroberi,Buah,daily,489,gram,1673
5669,2025-05-01,RM002,Susu UHT,Susu,bulk,143,ml,3476
5670,2025-04-02,RM010,Cokelat Bubuk,Cokelat,bulk,572,gram,2257
5671,2025-02-11,RM003,Gula Pasir,Gula,bulk,693,gram,2146
5672,2025-02-12,RM006,Matcha Powder,Teh,bulk,475,gram,3067
5673,2025-04-13,RM004,Sirup Vanilla,Sirup,bulk,902,ml,5754
5674,2025-04-23,RM005,Sirup Cokelat,Sirup,bulk,286,ml,4060
5675,2025-03-20,RM020,Daging Sapi,Daging,daily,284,gram,3550
5676,2025-04-12,RM018,Wortel,Sayuran,daily,121,gram,1690
5677,2025-01-15,RM005,Sirup Cokelat,Sirup,bulk,950,ml,2497
5678,2025-03-06,RM009,Whipping Cream,Susu,bulk,652,ml,3803
5679,2025-04-21,RM016,Tomat,Sayuran,daily,709,gram,3808
5680,2025-01-05,RM006,Matcha Powder,Teh,bulk,547,gram,4291
5681,2025-04-02,RM007,Espresso Blend,Kopi,bulk,852,gram,1696
5682,2025-02-14,RM006,Matcha Powder,Teh,bulk,707,gram,3621
5683,2025-02-28,RM010,Cokelat Bubuk,Cokelat,bulk,610,gram,3737
5684,2025-01-17,RM003,Gula Pasir,Gula,bulk,160,gram,5160
5685,2025-01-31,RM005,Sirup Cokelat,Sirup,bulk,977,ml,2105
5686,2025-04-01,RM002,Susu UHT,Susu,bulk,744,ml,3941
5687,2025-03-27,RM004,Sirup Vanilla,Sirup,bulk,357,ml,3464
5688,2025-01-20,RM001,Kopi Arabika,Kopi,bulk,375,gram,4228
5689,2025-01-24,RM013,Mangga,Buah,daily,105,gram,4753
5690,2025-01-02,RM001,Kopi Arabika,Kopi,bulk,444,gram,2725
5691,2025-03-01,RM017,Mentimun,Sayuran,daily,503,gram,4670
5692,2025-05-12,RM016,Tomat,Sayuran,daily,291,gram,2241
5693,2025-03-01,RM017,Mentimun,Sayuran,daily,726,gram,2468
5694,2025-02-25,RM005,Sirup Cokelat,Sirup,bulk,551,ml,1971
5695,2025-03-01,RM011,Pisang,Buah,daily,460,gram,1158
5696,2025-03-17,RM012,Stroberi,Buah,daily,981,gram,3212
5697,2025-01-24,RM016,Tomat,Sayuran,daily,353,gram,1045
5698,2025-04-07,RM002,Susu UHT,Susu,bulk,469,ml,1986
5699,2025-03-11,RM015,Selada,Sayuran,daily,365,gram,1107
5700,2025-02-23,RM020,Daging Sapi,Daging,daily,848,gram,4629
5701,2025-03-28,RM007,Espresso Blend,Kopi,bulk,603,gram,4357
5702,2025-02-08,RM016,Tomat,Sayuran,daily,52,gram,4941
5703,2025-02-10,RM006,Matcha Powder,Teh,bulk,704,gram,3530
5704,2025-05-16,RM005,Sirup Cokelat,Sirup,bulk,802,ml,1692
5705,2025-03-10,RM010,Cokelat Bubuk,Cokelat,bulk,906,gram,5654
5706,2025-03-21,RM010,Cokelat Bubuk,Cokelat,bulk,231,gram,4179
5707,2025-04-20,RM002,Susu UHT,Susu,bulk,937,ml,3921
5708,2025-04-11,RM019,Daging Ayam,Daging,daily,247,gram,5056
5709,2025-01-06,RM007,Espresso Blend,Kopi,bulk,599,gram,3189
5710,2025-03-17,RM012,Stroberi,Buah,daily,383,gram,4660
5711,2025-02-02,RM012,Stroberi,Buah,daily,826,gram,2315
5712,2025-05-21,RM011,Pisang,Buah,daily,194,gram,4426
5713,2025-03-31,RM014,Nanas,Buah,daily,414,gram,2527
5714,2025-03-30,RM005,Sirup Cokelat,Sirup,bulk,948,ml,4014
5715,2025-04-03,RM015,Selada,Sayuran,daily,505,gram,3497
5716,2025-05-19,RM004,Sirup Vanilla,Sirup,bulk,813,ml,2952
5717,2025-05-08,RM020,Daging Sapi,Daging,daily,383,gram,3071
5718,2025-02-05,RM012,Stroberi,Buah,daily,457,gram,1845
5719,2025-02-14,RM006,Matcha Powder,Teh,bulk,686,gram,5472
5720,2025-02-26,RM011,Pisang,Buah,daily,982,gram,4688
5721,2025-01-04,RM013,Mangga,Buah,daily,666,gram,3434
5722,2025-03-13,RM002,Susu UHT,Susu,bulk,783,ml,4004
5723,2025-01-17,RM015,Selada,Sayuran,daily,155,gram,1809
5724,2025-03-11,RM018,Wortel,Sayuran,daily,747,gram,4477
5725,2025-03-02,RM010,Cokelat Bubuk,Cokelat,bulk,719,gram,1469
5726,2025-04-12,RM003,Gula Pasir,Gula,bulk,642,gram,3401
5727,2025-03-05,RM019,Daging Ayam,Daging,daily,459,gram,3515
5728,2025-03-28,RM002,Susu UHT,Susu,bulk,937,ml,5514
5729,2025-05-20,RM011,Pisang,Buah,daily,631,gram,2074
5730,2025-04-23,RM020,Daging Sapi,Daging,daily,646,gram,4403
5731,2025-01-12,RM005,Sirup Cokelat,Sirup,bulk,323,ml,2653
5732,2025-01-27,RM004,Sirup Vanilla,Sirup,bulk,363,ml,2728
5733,2025-04-28,RM007,Espresso Blend,Kopi,bulk,282,gram,2555
5734,2025-03-10,RM012,Stroberi,Buah,daily,605,gram,1973
5735,2025-04-23,RM016,Tomat,Sayuran,daily,952,gram,3341
5736,2025-04-09,RM003,Gula Pasir,Gula,bulk,51,gram,2635
5737,2025-01-19,RM019,Daging Ayam,Daging,daily,442,gram,4718
5738,2025-01-25,RM001,Kopi Arabika,Kopi,bulk,110,gram,2484
5739,2025-04-29,RM010,Cokelat Bubuk,Cokelat,bulk,221,gram,3040
5740,2025-04-15,RM008,Air Mineral,Air,bulk,648,ml,1764
5741,2025-03-18,RM005,Sirup Cokelat,Sirup,bulk,166,ml,1522
5742,2025-05-12,RM003,Gula Pasir,Gula,bulk,532,gram,3700
5743,2025-05-11,RM008,Air Mineral,Air,bulk,997,ml,2855
5744,2025-03-25,RM003,Gula Pasir,Gula,bulk,732,gram,1467
5745,2025-02-09,RM019,Daging Ayam,Daging,daily,235,gram,2920
5746,2025-04-29,RM003,Gula Pasir,Gula,bulk,340,gram,2387
5747,2025-02-04,RM002,Susu UHT,Susu,bulk,192,ml,848
5748,2025-04-05,RM005,Sirup Cokelat,Sirup,bulk,311,ml,3010
5749,2025-02-15,RM001,Kopi Arabika,Kopi,bulk,505,gram,1854
5750,2025-04-02,RM006,Matcha Powder,Teh,bulk,679,gram,5583
5751,2025-03-25,RM003,Gula Pasir,Gula,bulk,853,gram,4532
5752,2025-03-25,RM019,Daging Ayam,Daging,daily,686,gram,3245
5753,2025-03-28,RM017,Mentimun,Sayuran,daily,182,gram,1403
5754,2025-03-15,RM017,Mentimun,Sayuran,daily,486,gram,1558
5755,2025-01-13,RM002,Susu UHT,Susu,bulk,856,ml,2138
5756,2025-04-19,RM007,Espresso Blend,Kopi,bulk,144,gram,1555
5757,2025-04-10,RM001,Kopi Arabika,Kopi,bulk,850,gram,1532
5758,2025-01-21,RM004,Sirup Vanilla,Sirup,bulk,116,ml,975
5759,2025-05-19,RM011,Pisang,Buah,daily,158,gram,3082
5760,2025-03-04,RM008,Air Mineral,Air,bulk,950,ml,3576
5761,2025-03-27,RM018,Wortel,Sayuran,daily,789,gram,4424
5762,2025-03-18,RM009,Whipping Cream,Susu,bulk,135,ml,1009
5763,2025-04-17,RM015,Selada,Sayuran,daily,526,gram,4334
5764,2025-01-15,RM012,Stroberi,Buah,daily,456,gram,2506
5765,2025-03-07,RM002,Susu UHT,Susu,bulk,854,ml,2920
5766,2025-04-14,RM011,Pisang,Buah,daily,269,gram,4543
5767,2025-01-17,RM016,Tomat,Sayuran,daily,166,gram,1140
5768,2025-01-15,RM019,Daging Ayam,Daging,daily,964,gram,3615
5769,2025-05-03,RM007,Espresso Blend,Kopi,bulk,172,gram,1312
5770,2025-02-28,RM010,Cokelat Bubuk,Cokelat,bulk,198,gram,3267
5771,2025-01-21,RM002,Susu UHT,Susu,bulk,82,ml,1889
5772,2025-01-17,RM019,Daging Ayam,Daging,daily,915,gram,2574
5773,2025-05-01,RM003,Gula Pasir,Gula,bulk,459,gram,4642
5774,2025-02-01,RM013,Mangga,Buah,daily,308,gram,3515
5775,2025-01-20,RM016,Tomat,Sayuran,daily,341,gram,1950
5776,2025-03-28,RM018,Wortel,Sayuran,daily,672,gram,2001
5777,2025-05-17,RM002,Susu UHT,Susu,bulk,784,ml,3459
5778,2025-03-11,RM005,Sirup Cokelat,Sirup,bulk,178,ml,1797
5779,2025-04-14,RM014,Nanas,Buah,daily,866,gram,4091
5780,2025-02-08,RM014,Nanas,Buah,daily,332,gram,3743
5781,2025-02-09,RM010,Cokelat Bubuk,Cokelat,bulk,268,gram,1814
5782,2025-02-26,RM012,Stroberi,Buah,daily,302,gram,5180
5783,2025-01-03,RM005,Sirup Cokelat,Sirup,bulk,620,ml,3258
5784,2025-04-02,RM014,Nanas,Buah,daily,985,gram,4734
5785,2025-01-25,RM001,Kopi Arabika,Kopi,bulk,56,gram,3632
5786,2025-04-08,RM012,Stroberi,Buah,daily,934,gram,4713
5787,2025-03-04,RM013,Mangga,Buah,daily,456,gram,2286
5788,2025-02-13,RM007,Espresso Blend,Kopi,bulk,695,gram,1415
5789,2025-05-17,RM015,Selada,Sayuran,daily,254,gram,3150
5790,2025-01-18,RM018,Wortel,Sayuran,daily,97,gram,3359
5791,2025-03-06,RM015,Selada,Sayuran,daily,837,gram,1414
5792,2025-01-05,RM009,Whipping Cream,Susu,bulk,503,ml,4996
5793,2025-03-06,RM005,Sirup Cokelat,Sirup,bulk,831,ml,1568
5794,2025-02-19,RM019,Daging Ayam,Daging,daily,53,gram,4874
5795,2025-02-23,RM002,Susu UHT,Susu,bulk,952,ml,5825
5796,2025-02-17,RM016,Tomat,Sayuran,daily,312,gram,3373
5797,2025-04-13,RM015,Selada,Sayuran,daily,128,gram,831
5798,2025-02-12,RM011,Pisang,Buah,daily,833,gram,5606
5799,2025-05-05,RM003,Gula Pasir,Gula,bulk,465,gram,4531
5800,2025-01-14,RM008,Air Mineral,Air,bulk,453,ml,5394
5801,2025-01-15,RM018,Wortel,Sayuran,daily,506,gram,1176
5802,2025-02-24,RM008,Air Mineral,Air,bulk,663,ml,1544
5803,2025-02-06,RM006,Matcha Powder,Teh,bulk,669,gram,3235
5804,2025-02-01,RM016,Tomat,Sayuran,daily,559,gram,2288
5805,2025-01-11,RM002,Susu UHT,Susu,bulk,283,ml,3938
5806,2025-01-21,RM001,Kopi Arabika,Kopi,bulk,264,gram,1449
5807,2025-04-05,RM001,Kopi Arabika,Kopi,bulk,251,gram,1497
5808,2025-03-20,RM008,Air Mineral,Air,bulk,443,ml,2382
5809,2025-03-08,RM011,Pisang,Buah,daily,788,gram,3924
5810,2025-01-20,RM020,Daging Sapi,Daging,daily,417,gram,1739
5811,2025-03-21,RM006,Matcha Powder,Teh,bulk,304,gram,1106
5812,2025-02-04,RM014,Nanas,Buah,daily,428,gram,3559
5813,2025-01-09,RM017,Mentimun,Sayuran,daily,321,gram,3022
5814,2025-03-03,RM002,Susu UHT,Susu,bulk,403,ml,2621
5815,2025-03-11,RM013,Mangga,Buah,daily,635,gram,3409
5816,2025-01-15,RM001,Kopi Arabika,Kopi,bulk,685,gram,1960
5817,2025-05-10,RM002,Susu UHT,Susu,bulk,617,ml,4902
5818,2025-04-03,RM010,Cokelat Bubuk,Cokelat,bulk,987,gram,5521
5819,2025-05-01,RM008,Air Mineral,Air,bulk,397,ml,1595
5820,2025-01-20,RM008,Air Mineral,Air,bulk,691,ml,4359
5821,2025-02-27,RM006,Matcha Powder,Teh,bulk,150,gram,1099
5822,2025-03-20,RM003,Gula Pasir,Gula,bulk,843,gram,3668
5823,2025-05-21,RM010,Cokelat Bubuk,Cokelat,bulk,181,gram,4410
5824,2025-03-26,RM016,Tomat,Sayuran,daily,766,gram,4237
5825,2025-03-05,RM006,Matcha Powder,Teh,bulk,903,gram,5842
5826,2025-02-18,RM007,Espresso Blend,Kopi,bulk,537,gram,4773
5827,2025-02-16,RM010,Cokelat Bubuk,Cokelat,bulk,172,gram,4365
5828,2025-01-07,RM009,Whipping Cream,Susu,bulk,186,ml,3923
5829,2025-01-27,RM003,Gula Pasir,Gula,bulk,122,gram,4514
5830,2025-04-19,RM017,Mentimun,Sayuran,daily,171,gram,2328
5831,2025-02-05,RM012,Stroberi,Buah,daily,897,gram,4304
5832,2025-03-10,RM007,Espresso Blend,Kopi,bulk,407,gram,2140
5833,2025-01-28,RM005,Sirup Cokelat,Sirup,bulk,433,ml,1961
5834,2025-04-25,RM008,Air Mineral,Air,bulk,554,ml,1070
5835,2025-05-07,RM014,Nanas,Buah,daily,855,gram,4454
5836,2025-03-01,RM020,Daging Sapi,Daging,daily,732,gram,4689
5837,2025-05-21,RM008,Air Mineral,Air,bulk,286,ml,1682
5838,2025-05-01,RM006,Matcha Powder,Teh,bulk,498,gram,5310
5839,2025-05-03,RM008,Air Mineral,Air,bulk,115,ml,3516
5840,2025-05-08,RM014,Nanas,Buah,daily,826,gram,1938
5841,2025-01-08,RM004,Sirup Vanilla,Sirup,bulk,111,ml,3017
5842,2025-01-01,RM020,Daging Sapi,Daging,daily,717,gram,1275
5843,2025-01-08,RM014,Nanas,Buah,daily,388,gram,3031
5844,2025-03-05,RM008,Air Mineral,Air,bulk,526,ml,2587
5845,2025-03-31,RM012,Stroberi,Buah,daily,179,gram,942
5846,2025-05-15,RM018,Wortel,Sayuran,daily,219,gram,1776
5847,2025-02-05,RM015,Selada,Sayuran,daily,815,gram,4055
5848,2025-01-18,RM015,Selada,Sayuran,daily,666,gram,4115
5849,2025-05-11,RM002,Susu UHT,Susu,bulk,565,ml,4276
5850,2025-04-27,RM019,Daging Ayam,Daging,daily,761,gram,1859
5851,2025-02-05,RM007,Espresso Blend,Kopi,bulk,910,gram,4885
5852,2025-04-15,RM003,Gula Pasir,Gula,bulk,219,gram,2667
5853,2025-05-09,RM012,Stroberi,Buah,daily,647,gram,1155
5854,2025-01-14,RM020,Daging Sapi,Daging,daily,115,gram,3325
5855,2025-01-28,RM001,Kopi Arabika,Kopi,bulk,591,gram,3592
5856,2025-05-04,RM018,Wortel,Sayuran,daily,749,gram,2538
5857,2025-05-19,RM012,Stroberi,Buah,daily,549,gram,1520
5858,2025-04-18,RM001,Kopi Arabika,Kopi,bulk,249,gram,1593
5859,2025-04-04,RM015,Selada,Sayuran,daily,62,gram,3270
5860,2025-03-03,RM014,Nanas,Buah,daily,258,gram,2461
5861,2025-03-10,RM017,Mentimun,Sayuran,daily,780,gram,3033
5862,2025-01-29,RM017,Mentimun,Sayuran,daily,942,gram,3603
5863,2025-05-08,RM016,Tomat,Sayuran,daily,570,gram,2725
5864,2025-03-06,RM018,Wortel,Sayuran,daily,964,gram,5460
5865,2025-01-08,RM009,Whipping Cream,Susu,bulk,684,ml,5015
5866,2025-05-16,RM005,Sirup Cokelat,Sirup,bulk,391,ml,2368
5867,2025-04-02,RM016,Tomat,Sayuran,daily,596,gram,5247
5868,2025-05-10,RM010,Cokelat Bubuk,Cokelat,bulk,353,gram,4410
5869,2025-04-28,RM003,Gula Pasir,Gula,bulk,425,gram,3185
5870,2025-05-19,RM006,Matcha Powder,Teh,bulk,725,gram,5243
5871,2025-04-21,RM005,Sirup Cokelat,Sirup,bulk,869,ml,3197
5872,2025-03-22,RM012,Stroberi,Buah,daily,785,gram,2612
5873,2025-03-03,RM005,Sirup Cokelat,Sirup,bulk,997,ml,4963
5874,2025-05-05,RM006,Matcha Powder,Teh,bulk,651,gram,2079
5875,2025-04-20,RM015,Selada,Sayuran,daily,576,gram,2029
5876,2025-03-15,RM004,Sirup Vanilla,Sirup,bulk,260,ml,5189
5877,2025-04-12,RM007,Espresso Blend,Kopi,bulk,612,gram,3318
5878,2025-04-04,RM007,Espresso Blend,Kopi,bulk,440,gram,4536
5879,2025-05-15,RM006,Matcha Powder,Teh,bulk,195,gram,2387
5880,2025-03-03,RM006,Matcha Powder,Teh,bulk,456,gram,4551
5881,2025-04-25,RM016,Tomat,Sayuran,daily,651,gram,1506
5882,2025-03-18,RM005,Sirup Cokelat,Sirup,bulk,424,ml,2569
5883,2025-03-20,RM020,Daging Sapi,Daging,daily,584,gram,2246
5884,2025-01-29,RM002,Susu UHT,Susu,bulk,706,ml,4442
5885,2025-01-28,RM010,Cokelat Bubuk,Cokelat,bulk,288,gram,2191
5886,2025-01-01,RM004,Sirup Vanilla,Sirup,bulk,251,ml,1302
5887,2025-01-21,RM014,Nanas,Buah,daily,77,gram,1151
5888,2025-03-26,RM018,Wortel,Sayuran,daily,883,gram,2235
5889,2025-02-24,RM003,Gula Pasir,Gula,bulk,65,gram,3183
5890,2025-05-16,RM005,Sirup Cokelat,Sirup,bulk,841,ml,3204
5891,2025-05-13,RM009,Whipping Cream,Susu,bulk,411,ml,2919
5892,2025-04-07,RM006,Matcha Powder,Teh,bulk,247,gram,3611
5893,2025-04-24,RM014,Nanas,Buah,daily,145,gram,3319
5894,2025-01-10,RM004,Sirup Vanilla,Sirup,bulk,942,ml,1808
5895,2025-05-16,RM016,Tomat,Sayuran,daily,244,gram,850
5896,2025-01-11,RM002,Susu UHT,Susu,bulk,575,ml,5307
5897,2025-04-16,RM011,Pisang,Buah,daily,120,gram,1454
5898,2025-02-04,RM018,Wortel,Sayuran,daily,409,gram,4117
5899,2025-03-17,RM016,Tomat,Sayuran,daily,655,gram,3648
5900,2025-02-21,RM019,Daging Ayam,Daging,daily,709,gram,3389
5901,2025-01-06,RM003,Gula Pasir,Gula,bulk,399,gram,2883
5902,2025-04-04,RM009,Whipping Cream,Susu,bulk,667,ml,1493
5903,2025-05-16,RM006,Matcha Powder,Teh,bulk,415,gram,3131
5904,2025-02-08,RM011,Pisang,Buah,daily,375,gram,2345
5905,2025-05-11,RM019,Daging Ayam,Daging,daily,852,gram,2467
5906,2025-05-05,RM002,Susu UHT,Susu,bulk,220,ml,4211
5907,2025-05-20,RM013,Mangga,Buah,daily,222,gram,2369
5908,2025-03-06,RM002,Susu UHT,Susu,bulk,225,ml,1791
5909,2025-02-17,RM002,Susu UHT,Susu,bulk,515,ml,2713
5910,2025-05-13,RM016,Tomat,Sayuran,daily,704,gram,4769
5911,2025-03-03,RM017,Mentimun,Sayuran,daily,184,gram,3153
5912,2025-05-05,RM010,Cokelat Bubuk,Cokelat,bulk,430,gram,3269
5913,2025-01-21,RM007,Espresso Blend,Kopi,bulk,648,gram,2808
5914,2025-03-22,RM015,Selada,Sayuran,daily,94,gram,4131
5915,2025-01-30,RM003,Gula Pasir,Gula,bulk,181,gram,4004
5916,2025-01-12,RM007,Espresso Blend,Kopi,bulk,987,gram,4438
5917,2025-04-20,RM014,Nanas,Buah,daily,105,gram,3636
5918,2025-04-07,RM017,Mentimun,Sayuran,daily,178,gram,1705
5919,2025-02-10,RM003,Gula Pasir,Gula,bulk,696,gram,1245
5920,2025-01-12,RM001,Kopi Arabika,Kopi,bulk,638,gram,5469
5921,2025-02-12,RM012,Stroberi,Buah,daily,413,gram,1696
5922,2025-01-07,RM015,Selada,Sayuran,daily,957,gram,4422
5923,2025-01-17,RM007,Espresso Blend,Kopi,bulk,158,gram,2521
5924,2025-02-01,RM019,Daging Ayam,Daging,daily,932,gram,5521
5925,2025-04-08,RM016,Tomat,Sayuran,daily,507,gram,4425
5926,2025-04-14,RM015,Selada,Sayuran,daily,331,gram,4386
5927,2025-04-28,RM008,Air Mineral,Air,bulk,666,ml,5002
5928,2025-03-20,RM016,Tomat,Sayuran,daily,486,gram,3055
5929,2025-03-26,RM008,Air Mineral,Air,bulk,843,ml,2467
5930,2025-03-18,RM005,Sirup Cokelat,Sirup,bulk,705,ml,4198
5931,2025-01-17,RM008,Air Mineral,Air,bulk,528,ml,4749
5932,2025-03-18,RM020,Daging Sapi,Daging,daily,341,gram,1519
5933,2025-04-07,RM005,Sirup Cokelat,Sirup,bulk,567,ml,3503
5934,2025-02-25,RM010,Cokelat Bubuk,Cokelat,bulk,185,gram,1471
5935,2025-01-22,RM011,Pisang,Buah,daily,677,gram,1741
5936,2025-04-25,RM012,Stroberi,Buah,daily,872,gram,4393
5937,2025-04-30,RM014,Nanas,Buah,daily,481,gram,2728
5938,2025-04-11,RM007,Espresso Blend,Kopi,bulk,860,gram,5023
5939,2025-03-15,RM001,Kopi Arabika,Kopi,bulk,521,gram,4223
5940,2025-01-05,RM002,Susu UHT,Susu,bulk,833,ml,2093
5941,2025-04-25,RM016,Tomat,Sayuran,daily,117,gram,753
5942,2025-03-08,RM003,Gula Pasir,Gula,bulk,826,gram,2269
5943,2025-01-05,RM001,Kopi Arabika,Kopi,bulk,869,gram,1613
5944,2025-02-27,RM006,Matcha Powder,Teh,bulk,930,gram,3303
5945,2025-03-19,RM010,Cokelat Bubuk,Cokelat,bulk,507,gram,2648
5946,2025-04-14,RM004,Sirup Vanilla,Sirup,bulk,602,ml,1666
5947,2025-05-03,RM007,Espresso Blend,Kopi,bulk,328,gram,3189
5948,2025-03-06,RM011,Pisang,Buah,daily,327,gram,3397
5949,2025-03-02,RM002,Susu UHT,Susu,bulk,745,ml,1666
5950,2025-04-05,RM016,Tomat,Sayuran,daily,973,gram,5563
5951,2025-04-26,RM007,Espresso Blend,Kopi,bulk,502,gram,5042
5952,2025-02-03,RM011,Pisang,Buah,daily,806,gram,1413
5953,2025-04-06,RM008,Air Mineral,Air,bulk,922,ml,3215
5954,2025-01-01,RM014,Nanas,Buah,daily,849,gram,1982
5955,2025-01-10,RM007,Espresso Blend,Kopi,bulk,223,gram,958
5956,2025-05-04,RM002,Susu UHT,Susu,bulk,486,ml,4876
5957,2025-03-31,RM003,Gula Pasir,Gula,bulk,646,gram,4089
5958,2025-04-01,RM015,Selada,Sayuran,daily,285,gram,3216
5959,2025-02-04,RM011,Pisang,Buah,daily,843,gram,4702
5960,2025-02-04,RM012,Stroberi,Buah,daily,146,gram,2040
5961,2025-04-19,RM020,Daging Sapi,Daging,daily,949,gram,2837
5962,2025-05-16,RM019,Daging Ayam,Daging,daily,938,gram,2439
5963,2025-01-28,RM018,Wortel,Sayuran,daily,663,gram,5490
5964,2025-04-09,RM012,Stroberi,Buah,daily,547,gram,3120
5965,2025-01-08,RM007,Espresso Blend,Kopi,bulk,522,gram,2249
5966,2025-05-03,RM002,Susu UHT,Susu,bulk,890,ml,1986
5967,2025-04-27,RM002,Susu UHT,Susu,bulk,654,ml,3520
5968,2025-04-24,RM009,Whipping Cream,Susu,bulk,605,ml,5368
5969,2025-01-09,RM005,Sirup Cokelat,Sirup,bulk,868,ml,2651
5970,2025-01-11,RM016,Tomat,Sayuran,daily,604,gram,1710
5971,2025-01-29,RM017,Mentimun,Sayuran,daily,749,gram,3863
5972,2025-04-06,RM003,Gula Pasir,Gula,bulk,626,gram,2795
5973,2025-04-12,RM017,Mentimun,Sayuran,daily,426,gram,2049
5974,2025-04-09,RM010,Cokelat Bubuk,Cokelat,bulk,95,gram,1398
5975,2025-01-02,RM015,Selada,Sayuran,daily,755,gram,5325
5976,2025-01-06,RM011,Pisang,Buah,daily,441,gram,4124
5977,2025-04-12,RM008,Air Mineral,Air,bulk,698,ml,5378
5978,2025-04-25,RM018,Wortel,Sayuran,daily,986,gram,4425
5979,2025-05-01,RM011,Pisang,Buah,daily,392,gram,2329
5980,2025-02-08,RM013,Mangga,Buah,daily,896,gram,5584
5981,2025-04-27,RM004,Sirup Vanilla,Sirup,bulk,108,ml,1459
5982,2025-03-15,RM011,Pisang,Buah,daily,400,gram,4780
5983,2025-01-12,RM010,Cokelat Bubuk,Cokelat,bulk,668,gram,4224
5984,2025-01-28,RM010,Cokelat Bubuk,Cokelat,bulk,683,gram,3202
5985,2025-03-26,RM011,Pisang,Buah,daily,702,gram,2005
5986,2025-03-24,RM020,Daging Sapi,Daging,daily,596,gram,4567
5987,2025-01-12,RM015,Selada,Sayuran,daily,468,gram,3628
5988,2025-01-23,RM020,Daging Sapi,Daging,daily,700,gram,3641
5989,2025-04-07,RM011,Pisang,Buah,daily,527,gram,2753
5990,2025-03-08,RM015,Selada,Sayuran,daily,704,gram,4396
5991,2025-02-03,RM011,Pisang,Buah,daily,729,gram,3901
5992,2025-05-12,RM005,Sirup Cokelat,Sirup,bulk,266,ml,3478
5993,2025-04-27,RM010,Cokelat Bubuk,Cokelat,bulk,284,gram,2397
5994,2025-01-04,RM008,Air Mineral,Air,bulk,548,ml,3823
5995,2025-03-10,RM015,Selada,Sayuran,daily,233,gram,2772
5996,2025-01-27,RM015,Selada,Sayuran,daily,284,gram,1583
5997,2025-04-30,RM006,Matcha Powder,Teh,bulk,619,gram,2375
5998,2025-02-24,RM020,Daging Sapi,Daging,daily,948,gram,5721
5999,2025-01-07,RM016,Tomat,Sayuran,daily,298,gram,2691
6000,2025-04-16,RM001,Kopi Arabika,Kopi,bulk,596,gram,1911
6001,2025-04-22,RM016,Tomat,Sayuran,daily,652,gram,2309
6002,2025-04-12,RM019,Daging Ayam,Daging,daily,216,gram,1690
6003,2025-01-28,RM007,Espresso Blend,Kopi,bulk,435,gram,2915
6004,2025-03-18,RM016,Tomat,Sayuran,daily,960,gram,5479
6005,2025-02-23,RM011,Pisang,Buah,daily,632,gram,3304
6006,2025-02-26,RM001,Kopi Arabika,Kopi,bulk,779,gram,4094
6007,2025-04-09,RM018,Wortel,Sayuran,daily,159,gram,4653
6008,2025-03-11,RM009,Whipping Cream,Susu,bulk,876,ml,2807
6009,2025-04-23,RM004,Sirup Vanilla,Sirup,bulk,384,ml,5241
6010,2025-05-20,RM001,Kopi Arabika,Kopi,bulk,620,gram,4284
6011,2025-01-05,RM007,Espresso Blend,Kopi,bulk,598,gram,3846
6012,2025-04-25,RM001,Kopi Arabika,Kopi,bulk,580,gram,2261
6013,2025-02-05,RM010,Cokelat Bubuk,Cokelat,bulk,529,gram,2836
6014,2025-05-01,RM005,Sirup Cokelat,Sirup,bulk,499,ml,2749
6015,2025-01-09,RM011,Pisang,Buah,daily,451,gram,2917
6016,2025-04-06,RM007,Espresso Blend,Kopi,bulk,343,gram,4669
6017,2025-02-23,RM014,Nanas,Buah,daily,401,gram,2614
6018,2025-03-11,RM014,Nanas,Buah,daily,531,gram,3168
6019,2025-03-12,RM017,Mentimun,Sayuran,daily,681,gram,4809
6020,2025-05-21,RM002,Susu UHT,Susu,bulk,217,ml,1117
